layer,glb_usage,glb_read,glb_write,glb_access,dram_read,dram_write,dram_access,macs,intensity,peak_performance,peak_bandwidth,cycles,latency,energy_total,power_total,tk,tn,mode,M,K,N
linear,215112,76110848,466944,76577792,16809984,196608,17006592,536870912,31.5684,48,4,48562176,0.297736,5240.84,17602.3,6,8,1,1,64,6
